,Date,User,Tweet
1453,2021-07-30 00:32:56+00:00,stepbackairball,"Russ to lakers! Not sure how to feel about this!

#nba #NBADraft2021 #nbatrades #RussellWestbrook #LeBronJames #leGM #lakernation"
1454,2021-07-30 00:32:04+00:00,R_dison26,"@wojespn  and @ShamsCharania  phone rn:

#NBADraft 
#NBA 
#nbatrades https://t.co/M3Acy2ayRT"
1455,2021-07-30 00:30:06+00:00,DeportivoOasis,Los Lakers van a estar duros en el Fantasy. #NBATrades
1456,2021-07-30 00:27:27+00:00,tendeportiva_rd,"🚨🚨🚨🚨🚨🚨🚨🚨🚨

Los Angeles Lakers llegan a un acuerdo  on los Washington Wisards para adquirir a Russell Westbrook.

Vía: @wojespn

#nba #nbanews #nbafans #lakersfans #nbatrades #tradelines #russellwestbrook #losangeleslakers #lakersfans #tendenciadeportivaRD https://t.co/eILdmA1rGj"
1457,2021-07-30 00:26:57+00:00,LTrain_NBA,"O Βarnes στο Νο4 και όχι ο Jalen Suggs. Δώρο στους Magic λογικά.
#nbarumors #nbafreeagency #nbatrades #nba #nbadraft #nbadraft2021"
1458,2021-07-30 00:22:10+00:00,JustusPreech920,"I see the major trade that just happened, but I don’t see the personalities and egos of Westbrook and Lebron working. 🏀 #NBA #NBADraftNight #NBATrades"
1459,2021-07-30 00:21:33+00:00,OldTownJG,Every DC star other than Ovechkin will be in LA by the end of the night. #mlbtrade #nbatrades
1460,2021-07-30 00:20:52+00:00,rodrigojmoronh,"Traspaso NBA 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥

A Lakers: Russell Westbrook + 2a ronda del 2024 + 2a ronda 2028

A Wizards: Kuzma + Kentavious + Harrell + pick 22

#NBA #nbatrades"
1461,2021-07-30 00:18:17+00:00,kinglando112,What’s going on today in the world of sports 🤯🤯 #nbatrades #MLBTradeDeadline
1462,2021-07-30 00:16:47+00:00,LTrain_NBA,"Έχουμε Trade. Westbrook σε Lakers.
#nbarumors #nbafreeagency #nbatrades #nba #nbadraft #nbadraft2021"
1463,2021-07-30 00:16:23+00:00,HoldenWalls,W L OR N THOUGHT #nbatrades https://t.co/H31TAgFJlW
1464,2021-07-30 00:10:29+00:00,LTrain_NBA,"Cunningham σε Pistons και Green στους Rockets και το Νο22.
#nbarumors #nbafreeagency #nbatrades #nba #nbadraft #nbadraft2021"
1465,2021-07-30 00:01:44+00:00,TC_Prof,👀 #LakeShow #nbatrades
1466,2021-07-29 23:47:51+00:00,sportswithmepod,Russell Westbrook in trade talks with Lakers 😎 #NBA #nbatrades #podcasts #Lakers #WashingtonWizards https://t.co/TNjZA3QVpH
1467,2021-07-29 23:18:19+00:00,courtsideheat,The Pistons are trading Mason Plumlee and the No. 37 pick to the Hornets for the No. 57 pick. #NBA #NBADraft #nbatrades #BreakingNews #Hornets #Pistons #DraftCombine #CourtSideHeat
1468,2021-07-29 23:01:45+00:00,imme84,Mmmm ok…. #lakers #LakersNation #nba @KingJosiah54 #NBATwitter #nbatrades #nbarumors https://t.co/iL9XnQU9xj
1469,2021-07-29 22:41:29+00:00,AtlantaDat,"Join us tonight @ 8PM as we introduce our Entertainment Diva and talk NBA Draft and Trades

https://t.co/SXTXN06yTx

#nba #nbadraft #nbatrades #cunningham #hawks #nets #lakers #westbrook #lebron #trae"
1470,2021-07-29 22:25:48+00:00,LTrain_NBA,"O Landry Shamet με trade στο Phoenix, οι Nets πήραν το 29ο pick και τον Carter.
#nbarumors #nbafreeagency #nbatrades #nba #nbadraft #nbadraft2021"
1471,2021-07-29 22:21:21+00:00,TheClutchtime_,"If this happens, do y’all think the Lakers will certainly win it all next season or there’s at least one team that could beat them? 

#lakers #russ #nba #LakeShow #nbatrades #NBA2K22 #NBATwitterLive https://t.co/9yzudqq4c8"
1472,2021-07-29 22:00:58+00:00,courtsideheat,The Minnesota-Cleveland trade can happen tonight #NBA #NBADraft #nbatrades #BreakingNews
1473,2021-07-29 21:59:28+00:00,sportsrage,GTD at 6.00 w/@sportsrage @CamStewartLive #NBADraft #NBATrades #OlympicGames #MLBPicks &amp; more w/@SportsbkConsig on @SIRIUSXM #204 @SportsGrid @SportsGridRadio !!! https://t.co/Vf51wC2WQj
1474,2021-07-29 21:56:24+00:00,PrimeBBallNews,"Per @RealQuintonMayo, Wizards are making Davis Bertans available in trade talks.

#NBA #NBATrades"
1475,2021-07-29 21:56:01+00:00,LTrain_NBA,"Πολύ κοντά σε συμφωνία Lakers με Wizards. Westbrook στους Lakers, Kuzma, Harrell, KCP κι ένα fr pick στους Wizards.
#nbarumors #nbafreeagency #nbatrades #nba #nbadraft #nbadraft2021"
1476,2021-07-29 21:53:41+00:00,Kedalove1,NBA trades are cutting upppp already #NBADraft #nbatrades  let’s goo https://t.co/ppbzyXWqDc
1477,2021-07-29 21:53:35+00:00,NeutralZoneCamJ,"#NHLDraft #NHLFreeAgency #NBADraft #NBATrades #MLBTradeDeadline 

Everything is happening 🧠 💥"
1478,2021-07-29 21:53:19+00:00,Is_So_Amazing,"IT HAS BEGUN!!!

#NBADraft 
#NBATrades 
#NBA
#NBATwitterLive https://t.co/bJkb7Z8cbm"
1479,2021-07-29 21:53:05+00:00,LTrain_NBA,"Οι Cavaliers πήραν τον Rubio κι ένα draft pick. Ο Prince πάει στους Timberwolves.
#nbarumors #nbafreeagency #nbatrades #nba #nbadraft #nbadraft2021"
1480,2021-07-29 21:50:29+00:00,Hoops_Doc_PLUG,Twitter tweeps on my TL right now… #nbatrades #NBADraft #Lakers #Wizards #ItHasBegun 👀👀👀 https://t.co/pGnonZr5JH
1481,2021-07-29 21:46:38+00:00,MerlinCalo,"Woj 💣 

#Wojbomb #NBA #NBATrades https://t.co/X42ovsedfv"
1482,2021-07-29 21:45:24+00:00,I3raYonN3,@kylekuzma count your fucking minutes bro ✈️ 💼 🧳 😌✌🏾 @nba #nbatrades #lakers @Lakers
1483,2021-07-29 21:43:37+00:00,spanossergios,"💣BOMB: The Los Angeles Lakers are close on acquiring Russell Westbrook from the Washington Wizards, for Kyle Kuzma, Montrezl Harrell, Kentavious Cadwell-Pope and today's first round pick of the NBA draft!🏀👀

Read more!✍🔥👇

#NBA #NBATwitter #nbatrades #Basketball #LakeShow https://t.co/WZ1TFmd7z0"
1484,2021-07-29 21:41:15+00:00,JustinBeboy,#NBADraft #nbatrades hoooooo. Looking forward for this 24 hours deals. hahahaha
1485,2021-07-29 21:37:18+00:00,suggswriter,@Eldorado2452 How many teams is that the past five years? #nbatrades https://t.co/JjsbkuZXow
1486,2021-07-29 21:35:34+00:00,PrimeBBallNews,"Per @wojespn, a Buddy Hield deal between the Lakers and the Kings is still in on-going talks. 

#NBATrades #BuddyHield #NBA"
1487,2021-07-29 21:34:58+00:00,Henroc33,#Beal once #Russ leaves #nbatrades https://t.co/HDMDXAMRKh
1488,2021-07-29 21:32:30+00:00,Mesue007,Oh man I love trade season #nbatrades
1489,2021-07-29 21:32:25+00:00,myguyknowsaguy,"The Nets have trade Landry Shamet to the Suns to become a player in tonight's draft
#NBAtrades #NBAtwitter #NBAdraft https://t.co/6gErezikVh"
1490,2021-07-29 21:29:42+00:00,KarlHoveyJr,That sound is Beal calling Shepherd to officially ask to be traded! #WizDraft #nbatrades https://t.co/1seUd8JPow
1491,2021-07-29 21:28:16+00:00,mhester9777,"Whatever the over/under on #Lakers wins is next year, I'll take the under. This trade will do a lot more to increase Lakers hype (as if they needed that) than it will to increase their win total. #nbatrades https://t.co/021OtzN6ov"
1492,2021-07-29 21:23:08+00:00,InFLiCkStA,"Shams and Woj on ALL TWEET notification…. let’s goo!!!!

#NBADraft #NBATrades"
1493,2021-07-29 21:21:59+00:00,PrimeBBallNews,"REPORT: Per @ShamsCharania, Lakers and Wizards are discussing a trade that would Kyle Kuzma, Montrezl Harrell, and Kentavious Caldwell-Pope to the Wizards in exchange for Russell Westbrook. No. 22 pick in tonight’s draft also reportedly is an asset discussed as well #nbatrades"
1494,2021-07-29 20:53:10+00:00,nbanas9,"The Sixers are asking way too much for Ben Simmons.  His value is way lower than what they are asking for.  End of the day, they might get desperate and don't get what they really need.  #NBA #nbatrades @NBA"
1495,2021-07-29 20:52:58+00:00,DBKfamily_,Which player do you think the Lakers should trade for? #NBA #LakeShow  #nbatrades #NBADraft
1496,2021-07-29 20:50:50+00:00,StratosChouv,#nbatrades https://t.co/RoXlH7c4dQ https://t.co/VpQ7rtMJPs
1497,2021-07-29 20:43:04+00:00,LTrain_NBA,"4 pick πρώτου γύρου, τον Wiggins και τον Wiseman ζήτησαν οι 76ers από τους Warriors για τον Simmons. Προφανώς και οι ""πολεμιστές"" απέρριψαν.
#nbarumors #nbafreeagency #nbatrades #nba #nbadraft #nbadraft2021"
1498,2021-07-29 20:37:13+00:00,ayomcflyyy,I wouldn't trade Wiggins for Simons let alone all that lmao #NBA #NBATrades
1499,2021-07-29 20:34:07+00:00,PrimeBBallNews,"REPORT: Sixers reportedly asked for Andrew Wiggins, James Wiseman, the #7 and #14 picks and 2 first round picks in exchange for Ben Simmons, per @PompeyOnSixers. 

The Warriors reportedly declined their proposal. 

#NBATrades #NBA"
1500,2021-07-29 19:51:42+00:00,vbarbosa1127,"The @warriors may not be able to land their man from the @WashWizards...

#DubNation #nbatrades #NBADraft2021 

Warriors Trade for Wizards 3x All-Star Unlikely Before NBA Draft https://t.co/Dfp8aW91fh via @heavysan"
1501,2021-07-29 19:47:36+00:00,moneypotpodcast,"I don't have a problem selling high on @BenSimmons25. Regardless of the short commings, still generational player. #nbatrades #sixers"
1502,2021-07-29 18:33:36+00:00,PxtchVII,Happy National Woj Bomb Day #NBADraft #nbatrades @wojespn
1503,2021-07-29 18:24:21+00:00,DidWeTradeBenS1,"When are we trading Simmons?

#sixers #bensimmons #nbadraft #nbatrades"
1504,2021-07-29 17:40:35+00:00,tylersfoster,"Draft night, Trades and Free agency all in one week it’s gonna a be wild. #NBA #FreeAgentFrenzy #NBATrades #NBADraft2021 #WeTheNorth #NBATwitter"
1505,2021-07-29 17:32:20+00:00,OddsShark,"#NBADraft night tonight! How many trades do you think there will be during round 1? (BetOnline)

Over 6.5 -130
Under 6.5 -110

#NBA #NBATwitter #SportsBetting #NBATrades"
1506,2021-07-29 17:30:00+00:00,ZJH_Media,"Today is the #NBADraft but one of the biggest headlines will be #BenSimmons. What is he actually worth in a trade? I dive into some plausible scenarios. #76ers #NBATrade #nbatrades #trailblazercommunity #miamiheat
https://t.co/rhPBtejuFf"
1507,2021-07-29 17:10:38+00:00,Eternity9,"The @sixers want the entire roster of other NBA teams and multiple first round picks for #bensimmons First things, trading him is a mistake &amp; secondly, they got to be kidding! #nbatrades #sixers"
1508,2021-07-29 16:20:23+00:00,_Berto_23,"Don't know how the money works out but Simmons to Portland for CJ would be 🔥 🔥🔥

#NBADraft #nbatrades"
1509,2021-07-29 16:15:31+00:00,zyxwyrd0523,@sixers  maybe you want to trade Simons but try to get a 3 point shooter to declog the lane for Embiid... Try Lowry.... #nbatrades
1510,2021-07-29 15:39:38+00:00,ballfakepodcast,Happy Draft Day NBA Fans! Will this be one of the best drafts in the history of the NBA? Let us know who your favorite team is and who you want them to draft tonight🏀 #NBADraft #NBADraft2021 #NBATwitter #nbatrades #CadeCunningham #basketballpodcast
1511,2021-07-29 15:39:27+00:00,AreaRistricted,"BIG NBA news coming today!

#Nba #Sixers #nbatrades https://t.co/QxGHynf7i6"
1512,2021-07-29 14:56:27+00:00,LTrain_NBA,"Οι Lakers δίνουν στους Kings το Νο22 του draft, τον Harrell και έναν εκ των Kuzma ή KCP για να πάρουν τον Buddy Hield.
#nbarumors #nbafreeagency #nbatrades #nba #nbadraft #nbadraft2021"
1513,2021-07-29 14:52:57+00:00,LTrain_NBA,"Πήραν από τους Pelicans με trade το 53ο pick του draft οι 76ers δίνοντας απλά μετρητά.
#nbarumors #nbafreeagency #nbatrades #nba #nbadraft #nbadraft2021"
1514,2021-07-29 12:53:59+00:00,FowledOutSports,@dmorey is quickly becoming that guy in your fantasy league whose trade offers you delete without looking at them. #BenSimmons #nbatrades #76ers https://t.co/FLNfRrOmvF
1515,2021-07-28 20:28:11+00:00,SayHeyJay702,I think tomorrow could get wild!!! #NBA #NBADraft #NBATrades
1516,2021-07-28 18:40:36+00:00,NderituWSport,@BSOLZ_ This is where Ben Simmons Might Play Next Season - BlockBuster Trade https://t.co/JxkbcUACoE #NBA #NBATrades #NBAYoutube
1517,2021-07-28 18:13:57+00:00,NderituWSport,"This is where Ben Simmons Might Play Next Season - BlockBuster Trade @BenSimmons25 @Raptors @sixers @NBA @NBATV @ESPNNBA @nbastats @RepublicGinger @AaronRai24 @JoshCarsonJC3 
https://t.co/JxkbcUACoE #NBA #NBATwitter #NBATrades #NBAFreeAgency"
1518,2021-07-28 16:15:02+00:00,LTrain_NBA,"Παρελθόν από τον πάγκο των Nets o Mike D'Antoni. Ανοιχτό το ενδεχόμενο να βρεθεί στο άμεσο μέλλον και πάλι σε πάγκο ομάδας ως πρώτος προπονητής.
#nbarumors #nbafreeagency #nbatrades #nba"
1519,2021-07-28 15:02:14+00:00,LTrain_NBA,#nbarumors #nbafreeagency #nbatrades #nba #nbadraft #nbadraft2021 https://t.co/Ni97suw3Qh
1520,2021-07-28 14:55:12+00:00,FinalTakeGaming,"Can this become reality??? #NBATwitter #NBADraft #nba2k22 #Lakers #lakeshow #lakerstrade #nbatrades 

DEMAR &amp; LOWRY SET TO JOIN LAKERS!!! https://t.co/lRZLEIP7Dz via @YouTube"
1521,2021-07-28 00:30:02+00:00,KKangarloo25,What’s the next move the Grizzlies need to make after trading for Steven Adams? #MemphisGrizzlies #NBA #NBAtrades #2021offseason
1522,2021-07-27 23:39:03+00:00,BestFactsTakes,Would you do this trade? #NBATwitter #NBATrades #NBA https://t.co/1O9VfiTgrT
1523,2021-07-27 23:39:01+00:00,LTrain_NBA,#nbarumors #nbafreeagency #nbatrades #nba https://t.co/WQFCjvClDT
1524,2021-07-27 23:38:11+00:00,LTrain_NBA,#nbarumors #nbafreeagency #nbatrades #nba https://t.co/8jpNEHNC0W
1525,2021-07-27 22:54:29+00:00,eatDEWwrite,"I swear, if @dmorey doesn't hook us up... #sixers #simmons #nbatrades https://t.co/EttQh8RqbR"
1526,2021-07-27 19:26:16+00:00,QPPNetwork,"QP Sports Exchange Podcast held our #NBAMockDraft and the 2 analysts were going in during this podcast! @NicoQPPN
 almost had an anxiety attacks w/ @KendyllQPPN thoughts on some of the prospects!    #NBA #NBADraft #MockDraft #NBAtrades #NBARumors #QPPNation #dayones https://t.co/60PtaR5Kbg"
1527,2021-07-27 18:55:00+00:00,QPPNetwork,"@NicoQPPN has his final Big Board set for the @NBA draft! Thoughts and comments welcomed! Debate is healthy! 

#NBAMockDraft #NBAdraft #NBA #About2bPaid #NBAdreams #NBAtrades #NBARookies #NBAKicks #NBARumors https://t.co/nTgxyaQTAu"
1528,2021-07-27 18:24:02+00:00,QPPNetwork,"I love what I do for the audience I want and continue to welcome in! The next couple days my location won't change too much. The work is joy and the joy is given to you multiple times a week! 

#NBA #nbamockdraft #NBADraft #NBArookies #NBAtrades #NBArumors https://t.co/YYu8zlbQVA"
1529,2021-07-27 16:14:05+00:00,NBYAYPOD,"With these moves can the @Lakers win again?
.
.
.
#nba #basketball #sport #news #la #losangeles #lakers #lakersnation #demarderozan #kylelowry #lebron #anthonydavis #optimusprime #transformers #nbasummer #nbatrades #nbatwitter #nbamemes #comedy #podcast #nbyay https://t.co/nJ9YZm6e0Q"
1530,2021-07-27 16:05:50+00:00,LTrain_NBA,"Ανοιχτοί στην προοπτική να δώσουν τον SGA είναι οι Thunder. Δε θα μείνει τίποτα στο τέλος παρά μόνο draft picks.
#nbarumors #nbafreeagency #nbatrades #nba"
1531,2021-07-27 15:04:21+00:00,LTrain_NBA,"Δεν έκανε opt in στην player option του ο Bryn Forbes κι έτσι έμεινε ελεύθερος από τους Bucks για να υπογράψει συμβόλαιο στην Free Agency.
#nbarumors #nbafreeagency #nbatrades #nba"
1532,2021-07-27 14:24:22+00:00,LTrain_NBA,#nbarumors #nbafreeagency #nbatrades #nba #nbadraft #nbadraft2021 https://t.co/s7t2FErnHh
1533,2021-07-27 14:21:25+00:00,LTrain_NBA,#nbarumors #nbafreeagency #nbatrades #nba #nbadraft #nbadraft2021 https://t.co/M2qONOWWye
1534,2021-07-27 14:20:37+00:00,LTrain_NBA,#nbarumors #nbafreeagency #nbatrades #nba #nbadraft #nbadraft2021 https://t.co/rrj6FjQ2wO
1535,2021-07-27 13:49:40+00:00,Opinionated_MJ,"And this is what people don't seem to understand

#Cade
#DetroitUp
#Shai
#sga
#NBA
#NBATwitter 
#NBAtrades https://t.co/X05aAnBkRK"
1536,2021-07-27 01:19:08+00:00,TheClutchtime_,"Opinion tweet: This is a huge mistake by Memphis. Eric Bledsoe &amp; Adams for Valanciunas??? This doesn’t make sense! 

Another point: Ja plays PG, so does Bledsoe. PG position isn’t what the Grizzlies need right now. 

Repeating: HUGE mistake! 

#nba #nbatrades https://t.co/cMfLLE7VjB"
1537,2021-07-27 01:12:58+00:00,Opinionated_MJ,"If anyone is trying to get Shai, it should be the Philadelphia 76ers. Perfect fit with Embiid and Co.

#NBA 
#NBATwitter 
#nbatrades"
1538,2021-07-27 00:23:56+00:00,Opinionated_MJ,"🎯🎯🎯

#nba
#NBATwitter 
#NBADraft 
#NBATrades
#grindcity https://t.co/ErfJYTveXF"
1539,2021-07-26 22:42:50+00:00,lgbpoet,So basically the @PelicansNBA had to sacrifice future assets to clean up a mess made by the @PelicansNBA Griffin is a garbage GM #NBADraft #nbatrades #nba
1540,2021-07-26 22:02:46+00:00,LTrain_NBA,"Μετά το trade του στους Grizzlies, o Bledsoe λογικά δε θα συνεχίσει στο Memphis.
#nbarumors #nbafreeagency #nbatrades #nba"
1541,2021-07-26 21:08:33+00:00,thelast1gaming,I really like the idea of Ingram with the Miami heat or the Philadelphia 76ers #Pelicans #NBA2K22 #NBATwitter #nbatrades
1542,2021-07-26 20:53:20+00:00,LTrain_NBA,"Με την κίνηση αυτή οι Pelicans απελευθέρωσαν χώρο στο Salary Cap για να μπορέσουν να προσφέρουν συμβόλαιο σε Ball η κάποιον άλλον Guard στην free agency.
#nbarumors #nbafreeagency #nbatrades #nba https://t.co/ccBGW10hMs"
1543,2021-07-26 20:45:48+00:00,LTrain_NBA,"Trade ανάμεσα σε Grizzlies και Pelicans. Valanciunas και δύο pick στους Pelicans, Adams, Bledsoe και δύο pick πήραν οι Grizzlies.
#nbarumors #nbafreeagency #nbatrades #nba"
1544,2021-07-26 16:28:23+00:00,NBYAYPOD,"They could help @luka7doncic out. 
.
.
.
#nba #basketball #sport #news #tokyo #olympics #dallas #mavs #maverick #mavericksnation #mavsnation #luka #lukadoncic #slovenia #nbasummer #allstar #nbatrades #nbatwitter #nbamemes #comedy #podcast #nbyay https://t.co/okX00KlNIR"
1545,2021-07-26 15:57:23+00:00,FinalTakeGaming,LeBron AD DeMar &amp; Lowry for the 2021-2022 Season #LakeShow  #nba  #nbarumors #nbatrades #NBA2K22  #Lakers #LakersNation https://t.co/1VmgXwRXu9
1546,2021-07-26 13:55:30+00:00,FinalTakeGaming,Is DEMAR &amp; KYLE finna join the #LakeShow 🧐🧐🧐🧐 #nba #nbarumors #nbatrades #NBA2K22 #Lakers #LakersNation https://t.co/1JTo1IKGSd
1547,2021-07-26 03:01:01+00:00,LTrain_NBA,"Δεν υπάρχει κάποια ένδειξη ότι ο Leonard θα αφήσει τους Clippers στη φετινή offseason.
#nbarumors #nbafreeagency #nbatrades #nba"
1548,2021-07-25 21:03:52+00:00,LTrain_NBA,"Νωρίτερα, υπήρξε δημοσίευμα που ανέφερε ότι ενδεχομένως οι Lakers να ψάξουν και trade με τους Kings, προκειμένου να δώσουν τον Kuzma και να πάρουν τον Hield.
#nbarumors #nbafreeagency #nbatrades #nba https://t.co/fgALnc4YoC"
1549,2021-07-25 21:01:07+00:00,LTrain_NBA,"Οι Lakers φέρεται πως θα βάλουν στο trade block τους KCP και Kuzma.
Είναι δεδομένο ότι στοχεύουν σε έναν εκ των Lowry, DeRozan η Paul (αν μείνει ελεύθερος). Το ρεπορτάζ αναφέρει ότι θα προσπαθήσουν να φέρουν ακόμα έναν all star στο LA.
#nbarumors #nbafreeagency #nbatrades #nba"
1550,2021-07-25 18:27:37+00:00,MikeAndBrianPod,"Lakers and Kings have had talks about a deal centered around Buddy Hield, which would include sending Kuz to Sacramento!! #nba #nbatrades #nbatraderumors #nbatrade #nbaplayoffs #nbafinals #nbabasketball #nbadraft #qoutes #workout #repost #explore #basketball https://t.co/KIT8MVKpEH"
1551,2021-07-24 16:12:50+00:00,LTrain_NBA,"Ανοιχτό το ενδεχόμενο να ζητήσει trade o Bradley Beal άμεσα (πριν το draft).
#nbarumors #nbafreeagency #nbatrades #nba"
1552,2021-07-24 05:02:08+00:00,FinalTakeGaming,BEN SIMMONS coming to HOLLYWOOD #nba2k22 #nbatrades #nbarumors #lakers #sixers #lakeshow https://t.co/MEopIvhjT2 via @YouTube
1553,2021-07-23 17:36:27+00:00,LTrain_NBA,"Από ότι φαίνεται οι Lakers θα προσπαθήσουν αρκετά προκειμένου να εντάξουν στο δυναμικό τους τον CP3 αν τελικά ο δεύτερος αποφασίσει να αποχωρήσει από τους Suns.
#nbarumors #nbafreeagency #nbatrades #nba"
1554,2021-07-23 14:56:40+00:00,LTrain_NBA,"Εξέφρασε ενδιαφέρον να παίξει για τους Lakers o Demar DeRozan.
#nbarumors #nbafreeagency #nbatrades #nba"
1555,2021-07-23 14:55:25+00:00,LTrain_NBA,"Οι Steph Curry και Klay Thompson θέλουν τον Bradley Beal στο San Francisco. Προφανώς και αποτελεί στόχο των Warriors o SG των Wizards.
#nbarumors #nbafreeagency #nbatrades #nba"
1556,2021-07-22 05:46:35+00:00,alleyoopnet,Follow us for more content like this #nba #nbadraft #nbapreseason #nbayoungboychallenge #nbanews #nbachamps #nbabasketball #nba2kmyteam #nbadunks #nbatrades #nbachampions #jordan #jordans https://t.co/wXoL3KV6xl
1557,2021-07-21 22:49:47+00:00,CoachJonesDMV,"No way @WashWizards is even considering this deal.  Setting Coach Unseld, Jr. for failure off the rip.  Huge win for @Lakers if they can pull this off though.  @nba #NBAFreeAgency #NBA #NBATrades @espn https://t.co/kY4XlL3XJu"
1558,2021-07-21 22:36:20+00:00,oldsixfingers,The Lakers should just play Lebron full time at PG. The trade could them be kuzma and kcp and a pick for wiggins. Pick up a backup pg in FA on the minimum and run with that. Probably the best you can do with the assets you have. #lakers @Lakers #LeBronJames #kuzma #nbatrades
1559,2021-07-21 20:35:27+00:00,LTrain_NBA,"Και τώρα που τελείωσε η σεζόν, ξεκινάμε...
Ήδη σήμερα διάβασα ότι οι Lakers στοχεύουν σε Paul και Westbrook. Λογικά θα ανανεώσουν τον Schroder στο τέλος.
#nbarumors #nbafreeagency #nbatrades #nba"
1560,2021-07-20 19:46:24+00:00,SayHeyJay702,Would you trade AD for Dame if you were the Lakers? 👀 #NBA #NBATrades #NBATwitter #DameDolla #AD
1561,2021-07-17 19:48:12+00:00,LTrain_NBA,"Τετραετές συμβόλαιο υπέγραψε με τους Washington Wizards o Wes Unseld jr. για τη θέση του Head Coach.
#nbarumors #nbafreeagency #nbatrades #nba"
1562,2021-07-17 06:20:44+00:00,LTrain_NBA,"Ψευδείς οι φήμες περί αποχώρησης του από τους Blazers, ανέφερε ο Lillard .
Παραδέχθηκε πάντως ότι η ομάδα δεν είναι έτοιμη να πάρει πρωτάθλημα.
#nbarumors #nbafreeagency #nbatrades #nba"
1563,2021-07-16 21:37:19+00:00,FullPressRadio,"📣 New Podcast! ""The Pick and Roll NBA Podcast W/ Jet and Sap - EP 102 - Lillard Wants Out"" on @Spreaker #blazers #lillard #nba #nbatrades #portland #teamusa #usabasketball https://t.co/IQfBV7z4tc"
1564,2021-07-16 19:17:02+00:00,LTrain_NBA,"Από ότι φαίνεται το play-in tournament ήρθε για να μείνει. Όπως ανακοίνωσε το NBA και τη σεζόν 2021-2022 θα έχουμε το συγκεκριμένo format.
#nbarumors #nbafreeagency #nbatrades #nba"
1565,2021-07-16 19:02:47+00:00,KOMEBACKKIDDZZ,"@KDTrey5 to @Dame_Lillard : “Bro, you need to go to the Dubz in order to get your rings. It worked for me. Nets sure didn’t.”
#nba #trades #nbatrades"
1566,2021-07-16 16:15:38+00:00,Lines,"Which NBA Team Should Trade for Damian Lillard?
https://t.co/VXwo9ZLnNS

#NBATwitter | #nbatrades | #trailblazers https://t.co/prKgGzoL8S"
1567,2021-07-16 15:59:43+00:00,ClutchTalkPod,Damian Lillard is expected to request a trade in the next few days. What team do you see him getting traded to? #NBA #DamianLillard #Lakers #76ers #Blazers #Warriors #Trades #NBATrades #OffseasonDeals #DameTime #BenSimmons
1568,2021-07-16 14:37:11+00:00,LTrain_NBA,"Θα χουμε βόμβα? 
Όπως αναφέρει ρεπορταζ, ο Damian Lillard αναμένεται να ζητήσει trade από τους ιθύνοντες της ομάδας.
Σενάριο που ακουγόταν το προηγούμενο διάστημα, αλλά πλέον γίνεται πιο έντονο πλέον.
#nbarumors #nbafreeagency #nbatrades #nba"
1569,2021-07-16 04:05:22+00:00,HotHoops_,#NBA #NBAFinals #bensimmons #NBATrades #NBAFinals2021 https://t.co/W0Ie1139gI
1570,2021-07-16 01:09:03+00:00,BtcNitrobetting,"Which team would you like to land Ben Simmons? 👀

#NBATrades #TradeRumors #NBA #NBANews https://t.co/w2p7v6jjno"
1571,2021-07-15 20:32:39+00:00,LTrain_NBA,"Στις 29 Ιουλίου, στο Barclays Center του Brooklyn το draft 2021.
#nbarumors #nbafreeagency #nbatrades #nba #NBADraft #NBADraft2021"
1572,2021-07-15 18:29:57+00:00,LTrain_NBA,"👉 Οι Spurs εμφανίζονται ως το πιο δυνατό φαβορί για το trade του Ben Simmons.
👉 O Morey ξέρει ότι ο DeRozan είναι ότι καλύτερο μπορεί να βρει σε ενδεχομενο trade του Simmons.
#nbarumors #nbafreeagency #nbatrades #nba"
1573,2021-07-15 18:18:58+00:00,LTrain_NBA,"O Brian Shaw, coach στην G League του ΝΒΑ, είναι βασικός υποψήφιος για τη θέση του assistant coach στους Clippers, στο πλευρό του Tu Lue.
#nbarumors #nbafreeagency #nbatrades #nba"
1574,2021-07-15 15:51:25+00:00,LTrain_NBA,"Ο Wes Unseld jr, assistant coach τώρα στους Nuggets, είναι ο επικρατέστερος για τη θέση του HC στον πάγκο των Wizards.
#nbarumors #nbafreeagency #nbatrades #nba"
1575,2021-07-15 10:21:31+00:00,HotHoops_,"Ben Simmon's is being traded according to sources inside the NBA.. This is where he might be traded...
https://t.co/YrSX7vrGrJ

#NBAPlayoffs #NBATrades #Bensimmons #Basketball #NBANews #Philadelphia #Blog"
1576,2021-07-13 23:02:28+00:00,KyleHighRadio,"I have some gum, a paper clip and a Mountain Dew but it’s already opened. #NBA #NBAtrades https://t.co/ndqtKMAyMn"
1577,2021-07-13 15:51:49+00:00,LTrain_NBA,"👉 Οι 76ers αναμένεται να βάλουν στο ""σφυρί"" τον Ben Simmons για ενδεχόμενο trade.
👉 Οι Pelicans δεν προτίθενται να ματσαρουν τρέλα ποσα για τον Ball (είναι RFA). Bulls και Clippers θα του δώσουν συμβόλαιο σύμφωνα με το ρεπορτάζ.
#nbarumors #nbafreeagency #nbatrades #nba"
1578,2021-07-13 15:45:12+00:00,Lines,"5 Ben Simmons Trades That Make Too Much Sense

#TrustTheProcess | #Philadelphia | #NBAtrades 

https://t.co/ncaOoUjEh0"
1579,2021-07-13 14:53:14+00:00,18OOxSuivatco,Ben Simmons up for trade where you think he going #nbatrades
